system:index,avg_annual_rainfall_mm,avg_apr_rainfall_mm,avg_aug_rainfall_mm,avg_dec_rainfall_mm,avg_feb_rainfall_mm,avg_jan_rainfall_mm,avg_jul_rainfall_mm,avg_jun_rainfall_mm,avg_mar_rainfall_mm,avg_may_rainfall_mm,avg_nov_rainfall_mm,avg_oct_rainfall_mm,avg_sep_rainfall_mm,lat,lon,max_daily_rainfall_mm,.geo
23,330.2789379272321,57.70087981124719,0.024338199116755277,19.473768935756137,43.68625130256017,28.21387440264225,17.78926633199056,18.7729944417874,69.31926894386609,34.63150983601808,17.53192208056959,9.892709171050228,13.242154470627694,36.52516707564462,72.52533174979126,36.553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52533174979126,36.52516707564462]}"
24,338.16284632718504,57.97921767334143,0.0,18.82748789534283,43.1284772336483,27.931927331288655,33.66541604995727,26.915510825812817,65.41154623230298,39.02893712207054,15.620000985699395,9.397620721782248,0.25670425593852997,36.52516707564462,72.57533197850536,41.48355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57533197850536,36.52516707564462]}"
25,339.66397203448633,48.73454712629318,13.12855173582211,18.332967540963242,42.42749082346757,27.305319305260976,40.35609527428945,28.860097512602806,55.73491357167562,29.079676303220914,14.839797258167527,12.03225641567066,8.83225916705226,36.52516707564462,72.62533220721944,44.189896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62533220721944,36.52516707564462]}"
26,339.7063148004361,48.350432148575784,14.303862112481147,17.646380112529734,41.62159148554007,26.495157372454802,41.84995477994283,29.26420574288471,54.69423558115959,29.18175479164347,14.780275981190304,11.983542794035747,9.53492189799787,36.52516707564462,72.67533243593354,43.5398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67533243593354,36.52516707564462]}"
27,332.9599644190832,47.58507987260818,17.51395267342838,17.164515356346964,40.767351018389064,25.848151461283365,36.65066087245941,20.0288012099365,53.52450652122498,29.464037818927316,14.055667951330543,11.179630068485494,19.177609594662986,36.52516707564462,72.72533266464764,51.260086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72533266464764,36.52516707564462]}"
28,347.58935334095895,47.50077336728573,22.920885358564554,16.80836258729299,40.46094267964363,25.662500983973345,36.11705570220947,25.802648450348837,52.80220317641894,29.461451757124937,13.788013086359326,11.354540881570513,24.909975310166676,36.52516707564462,72.77533289336172,53.688946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.77533289336172,36.52516707564462]}"
29,337.39500781395134,45.75220337311427,22.651522173037907,16.016000971989705,38.00997011562188,22.916347884138425,35.32904524803162,26.17011218321083,50.93121767441432,29.690437031025066,13.495955757858853,10.495493832364991,25.936701569143445,36.52516707564462,72.82533312207582,44.082714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.82533312207582,36.52516707564462]}"
30,263.983862018783,43.649010464549065,15.420702557607244,14.868451087960663,34.55674583663543,21.055216114223004,18.64250807762146,7.150618033111096,49.097089076042174,30.293473007033267,12.499455068392368,6.416062420578176,10.334530275029033,36.52516707564462,72.87533335078992,29.462227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.87533335078992,36.52516707564462]}"
31,266.818417926422,49.14590982198715,28.343898838510118,14.084210108158489,32.064040424426395,18.999924454589685,5.59197388291359,6.693031435211499,46.876924232641855,29.99522994213427,11.660810187101985,9.748575985363974,13.613888613382976,36.52516707564462,72.925333579504,52.08785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.925333579504,36.52516707564462]}"
32,255.0465053260213,46.91620214879513,28.878373576359202,12.760854919666114,29.315945799152058,16.14903830687205,5.741300751765569,7.195783683781823,43.98084611594677,30.119970928070448,10.72026451706576,8.76393206075718,14.503992517789206,36.52516707564462,72.9753338082181,50.02813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.9753338082181,36.52516707564462]}"
33,455.9600126377152,52.852389776706694,65.11327550926556,24.451739354866245,54.46617910663287,35.971598550180595,83.26993079980214,20.906725001335143,66.72595162689686,27.206966338368755,16.365132105443628,8.551320674627398,0.07880379358927408,36.57516730435871,72.07532969136443,229.32373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.07532969136443,36.57516730435871]}"
34,395.55725985650224,52.584106638034186,51.017868749797344,24.247287593067934,52.88882647852103,36.129601670304936,36.16495752533277,9.184901909157634,66.01679945588111,27.543355660047382,16.40926755721836,12.067034059440873,11.303252559698672,36.57516730435871,72.12532992007853,94.831116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.12532992007853,36.57516730435871]}"
35,395.73173315517,52.51333675980568,49.226057230308655,24.120559545978903,52.20587418774764,35.05859817713499,41.21940608819326,9.135229502245783,65.09321289658547,27.48310091959623,16.17410719556889,11.99811071276199,11.504139939242494,36.57516730435871,72.17533014879261,60.904217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.17533014879261,36.57516730435871]}"
36,383.86680269781664,52.13543244699637,30.093113326343396,23.98327160757035,50.4677494858702,33.707565458118914,38.28924806515376,13.754484775414069,64.16782856484254,32.67935281560446,16.61207996025526,11.974608345081409,16.002067846565886,36.57516730435871,72.22533037750671,50.390953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.22533037750671,36.57516730435871]}"
37,335.8794572421027,50.66001544892788,12.714129351586951,22.94479734354342,48.873481798171994,31.60330794652303,19.440099422136942,9.998367755735915,61.80143668949604,33.83711607453103,16.294908719564166,11.018008535677927,16.693788156207408,36.57516730435871,72.2753306062208,26.238266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2753306062208,36.57516730435871]}"
38,332.96046843213264,50.19629830221335,12.432226217600206,22.43782396564881,48.103552568952246,31.079819058378536,20.08381604353587,9.944600362082323,60.894300844271974,34.16983599745048,15.724983371957205,10.946645969312037,16.946565730729603,36.57516730435871,72.32533083493489,29.671558,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.32533083493489,36.57516730435871]}"
39,340.1664263989039,50.1930592695872,14.784638004129132,21.8656690117515,46.75362151165803,30.735228767991067,14.714704926808675,9.271994067976872,60.63649586041768,27.86671991761153,15.2581590780057,11.060638260340784,37.02549772262573,36.57516730435871,72.37533106364899,58.801704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.37533106364899,36.57516730435871]}"
40,320.86593183125177,50.237703970074655,2.43414258180807,20.60335455670332,45.10282061894735,30.18503577808539,9.239372849464417,10.190747664868832,60.65263723234336,28.286163225288814,15.262022037664428,11.380920205061557,37.29101111094157,36.57516730435871,72.42533129236308,62.484604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.42533129236308,36.57516730435871]}"
41,318.02878148732657,49.85916301210721,2.545472618417504,20.16387024715853,44.765849923094116,28.9640806650122,8.80414520104726,10.584626104185979,60.03298198084037,28.700341805055118,14.803667103281866,11.32215461243953,37.482428214686934,36.57516730435871,72.47533152107717,63.7072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.47533152107717,36.57516730435871]}"
42,301.8668367061531,47.97467307349046,0.7253813257363314,19.833291091381884,42.40778692414363,27.841213835279145,7.011142285664876,11.300713526954253,56.980300743381186,28.80156998063127,15.255576259084046,10.915584006657204,32.81960365374883,36.57516730435871,72.52533174979126,47.871304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52533174979126,36.57516730435871]}"
43,348.4057240637163,55.28262343207995,0.36594966252644856,19.134908243066942,41.609841013451415,27.472165472308795,53.36118593215942,29.398546606798966,63.14457688132922,30.81909377911749,15.702292513862874,11.403495647538026,0.7110448794767479,36.57516730435871,72.57533197850536,38.67489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57533197850536,36.57516730435871]}"
44,376.0745464049629,47.23959990143776,35.81744152866304,18.504570347893363,40.9937483549118,26.92856786151727,62.69372016588847,20.804435223340988,54.22151996294657,40.44998523341492,14.25632487568849,13.020473581331316,1.1441593679289024,36.57516730435871,72.62533220721944,83.746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62533220721944,36.57516730435871]}"
45,376.5943294677248,47.09776847759883,36.496636272842686,18.14431276943845,40.331532243390875,26.597185159722965,63.96285827159882,21.361288380126158,53.42946683168411,40.69993334617466,14.385967939641947,12.675658787102536,1.411720988402764,36.57516730435871,72.67533243593354,85.06239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67533243593354,36.57516730435871]}"
46,382.4542238393624,46.59958146810531,30.92617946273337,17.427813671746602,39.50875597894192,26.020058169960976,76.97854645649592,25.538714846083895,52.13278948863347,30.997856152057647,14.291101817709084,14.263814797607484,7.769011529286702,36.57516730435871,72.72533266464764,100.9371,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72533266464764,36.57516730435871]}"
47,359.1318406145383,46.34431400795778,23.10831641529997,17.38363007719939,39.63980891704559,26.162421457469463,53.04192683696747,25.700077441119355,51.76866841316223,30.52452723812312,14.137321324832737,11.416642657788028,19.90418582757314,36.57516730435871,72.77533289336172,91.42644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.77533289336172,36.57516730435871]}"
48,349.2109380581976,44.32616804639498,23.559847241981576,16.71708311011704,37.00279863079389,23.960578873753548,51.43825954596202,26.456975056504596,50.15536943078041,30.689405771453554,13.143250930146314,10.821608287972715,20.939593132336935,36.57516730435871,72.82533312207582,78.68533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.82533312207582,36.57516730435871]}"
49,278.9009605813873,42.661326787869136,21.770166688055422,15.598274601988184,34.37152767429749,21.03296386698882,17.48885363737742,13.986678835167549,48.054578926165895,29.533514071349053,12.383677416248247,7.122691411317889,14.896706664562226,36.57516730435871,72.87533335078992,38.43491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.87533335078992,36.57516730435871]}"
50,255.816121818214,47.33218645652135,23.235007446430004,14.648054244671949,31.80209232022365,18.968499260147414,1.3406756937503814,6.407129326214393,45.98198285897573,29.316470863266538,12.02301832100687,10.490040046880283,14.270964980125427,36.57516730435871,72.925333579504,39.55686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.925333579504,36.57516730435871]}"
51,247.29888632659103,45.268401602904,23.393299790502837,13.734635531219343,28.613356993595758,16.95352922230959,4.092155632873376,6.924559163798889,42.93373297452926,29.358060333163788,11.168442147543344,9.58784324595784,15.270869688193004,36.57516730435871,72.9753338082181,35.115913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.9753338082181,36.57516730435871]}"
52,263.47306795983843,43.371841530005135,33.72200477464745,13.1860028753678,26.668315450350445,15.463089336454868,8.166103450457255,8.184838211163878,41.59312887291114,29.472641510904456,10.52198085525694,9.207108598549713,23.916012493769326,36.57516730435871,73.0253340369322,58.736065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.0253340369322,36.57516730435871]}"
53,380.02049458236434,51.29554075996081,53.39197062111149,24.4744749661535,52.3352564016978,35.80749539981286,32.09349890152613,8.820028976816683,66.30618990659714,27.294499441965794,16.96279578967951,11.175367403604712,0.0633760134379069,36.625167533072805,72.12532992007853,87.76097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.12532992007853,36.625167533072805]}"
54,379.25683567499556,51.42929904063543,51.7622758264343,24.501955849149574,51.55353769858678,34.964827343821526,35.52878154118856,8.795618101147314,65.3231790214777,27.148769864626228,17.057852939500783,11.07406887128018,0.11666957714721017,36.625167533072805,72.17533014879261,60.203995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.17533014879261,36.625167533072805]}"
55,399.34544880681983,51.03409710923831,60.91152983494103,23.744295991243174,49.58311418692271,33.81707892864942,47.74989960193634,10.161090629609923,63.722118076682094,30.034585181235645,16.88611936750822,11.624241499385485,0.07727839946746826,36.625167533072805,72.22533037750671,70.2153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.22533037750671,36.625167533072805]}"
56,354.3066355253599,49.84604441225529,33.22958911400125,23.163392019939298,48.86653374532859,31.877907001972197,30.626153679688773,15.831372169653575,61.3593664864699,31.177866483464218,16.45951187988588,11.243017983818966,0.6258805488819926,36.625167533072805,72.2753306062208,45.804184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2753306062208,36.625167533072805]}"
57,349.562652932301,49.40247611105442,31.874146128632127,22.76144075690148,47.25830174982548,31.370509726802506,31.47444148461024,15.782221573094526,60.522276906172436,31.31155749488001,15.706102689666052,11.381397907427647,0.7177804032340646,36.625167533072805,72.32533083493489,44.242935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.32533083493489,36.625167533072805]}"
58,360.2252815811846,49.17953275640806,35.60168629288673,22.28752056923695,46.35679113268852,30.50604410469532,23.087913743654887,13.770248512178659,59.81152452925841,33.54719039006159,15.782581248499143,12.135337876112317,18.15891042550405,36.625167533072805,72.37533106364899,46.771164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.37533106364899,36.625167533072805]}"
59,343.43312277661556,48.862858871618904,23.337452697753907,21.022878250836705,44.95514379342397,29.992474594712256,16.626804733276366,11.108146009842555,59.46194905638695,27.98742649514849,15.771719496836885,12.873635949019809,31.432632827758788,36.625167533072805,72.42533129236308,49.8593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.42533129236308,36.625167533072805]}"
60,341.2847191726517,48.82357422014078,23.24862577812746,20.584324435618086,43.441830756763615,29.41101601223151,16.9219162940979,11.242445331563552,58.965263642867406,28.334000664483757,15.814018666922737,12.868282648304012,31.629420721530913,36.625167533072805,72.47533152107717,50.826454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.47533152107717,36.625167533072805]}"
61,328.69533393769234,46.795746725797656,24.513067377886426,19.826785501798927,41.823058272898194,28.28796078960101,16.693642354011537,18.21600061953068,54.98191866974036,28.053615593661863,15.50975492519016,12.310290109293419,21.683492998282116,36.625167533072805,72.52533174979126,32.365677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.52533174979126,36.625167533072805]}"
62,300.51275108886864,57.2688068797191,0.7042263148662945,19.613939105618435,41.289662070572376,27.205791513125103,12.80061202843984,15.230496362845104,54.0404603322347,30.62968409154564,14.505419751862064,8.934506016017986,18.289146622021992,36.625167533072805,72.57533197850536,33.79792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.57533197850536,36.625167533072805]}"
63,377.7449019386647,46.15430423418681,27.952519171250362,18.933775217148163,40.587259604533514,26.562846899032593,63.228447659810385,18.529992067813872,52.572864240407945,41.57150892734838,14.82865674730856,10.48012028013036,16.34260688969379,36.625167533072805,72.62533220721944,92.40468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62533220721944,36.625167533072805]}"
64,380.2746049880173,46.12260279456775,28.58874999626229,18.56894367309287,40.0220169087251,26.254124868909518,65.02168352603913,18.824733501672746,52.41803109248479,42.442292472161355,14.413799910076584,10.447986276971399,17.14963996705381,36.625167533072805,72.67533243593354,113.11149,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.67533243593354,36.625167533072805]}"
65,414.89345811569285,45.76050630807877,35.148808861834304,17.940163404199605,39.17768506805102,25.833526189625264,82.16017485459646,19.002132124037598,51.414389193058014,30.73201218286219,13.743051275750622,13.528701095756938,40.452307557842104,36.625167533072805,72.72533266464764,154.10806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.72533266464764,36.625167533072805]}"
66,416.8618226528767,45.93451405664285,41.8982256131887,17.54920663703233,39.190943744778636,26.004775739709537,83.32712531089783,17.078064687670363,51.38401119907697,30.613126508891582,14.309600934386253,13.158785267174002,36.413442953427634,36.625167533072805,72.77533289336172,132.40343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.77533289336172,36.625167533072805]}"
67,406.4450052495983,44.02895868718624,42.31213199341049,16.801917350369816,36.70610279043515,23.903961217900118,80.77208616733552,17.666937081265495,49.66568053762118,30.792469381882498,13.36639014267518,12.71335177016784,37.715018129348756,36.625167533072805,72.82533312207582,117.82984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.82533312207582,36.625167533072805]}"
68,324.4067066887412,42.3972161591053,42.55066731063028,16.088724981186292,34.127113519608976,21.73710059026877,18.924062808354694,5.644088133659534,47.784705964724225,31.253917588091767,12.828326285203609,7.998237652602923,43.07254569530487,36.625167533072805,72.87533335078992,72.79721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.87533335078992,36.625167533072805]}"
69,292.458328610317,40.43989109992981,34.76449059890583,15.21432755154868,30.86274411727985,19.74069463610649,20.974282948176064,5.84669812563346,46.41857961217563,38.4995323092211,12.127641711368536,6.662916091927097,20.906529808044432,36.625167533072805,72.925333579504,57.538734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.925333579504,36.625167533072805]}"
70,282.01991239667433,38.65167859494686,35.65004137462626,14.444787101773546,28.68322875549396,17.761033090452354,19.222828211387,5.889510538996062,43.76072718898455,38.65694396318868,11.565285482653417,5.792103655364493,21.94174443880717,36.625167533072805,72.9753338082181,40.48422,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.9753338082181,36.625167533072805]}"
71,297.9604299135525,36.56597940524419,63.33921030635635,13.673228873754852,26.76238160232703,16.47499426603317,20.62635664542516,8.0845006711051,42.06857980489731,29.31585999154486,10.971447384163428,6.3974408967703615,23.680450065930685,36.625167533072805,73.0253340369322,72.50417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.0253340369322,36.625167533072805]}"
72,393.8935864138223,50.04772422909737,61.283729669451716,24.31448744184648,50.337125742435454,34.1042872240146,40.7056009610494,10.093377791717648,64.78689195712407,29.757265186682343,16.76441832399772,11.52004682707678,0.178631059328715,36.675167761786895,72.22533037750671,82.810394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.22533037750671,36.675167761786895]}"
73,352.1745675130544,48.55094896356265,32.76758341200308,23.686590896981457,48.13292289872964,32.222274225950244,29.137161044279733,15.980920621256034,61.85120631059011,31.26317380834371,16.530016504290202,11.338503883962403,0.7132649431051864,36.675167761786895,72.2753306062208,51.23445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2753306062208,36.675167761786895]}"
74,349.65512849384226,48.499384041627245,32.36509147056689,23.287776693856966,46.98785561621189,31.5581170424819,30.19167769352595,16.048262935876846,60.53339875539144,31.5756684191525,16.481162752831974,11.424134743306059,0.7025983290125927,36.675167761786895,72.32533083493489,49.9449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.32533083493489,36.675167761786895]}"
75,358.32472092248594,47.823695467909175,36.138131539026894,22.315814234130084,45.32999420662721,30.7016267940402,22.39471804300944,14.137961082657178,59.31611432631811,33.98284135271485,16.011873864553248,12.192514434380184,17.97943557711939,36.675167761786895,72.37533106364899,48.18637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.37533106364899,36.675167761786895]}"
76,340.1306699918806,47.52412134706974,23.856201626267286,21.356291721753465,44.427039883534114,29.863225478927294,16.523502397537232,11.249316333979369,58.42223939994971,27.468925651302563,16.015379400287443,12.525632890995864,30.89879386027654,36.675167761786895,72.42533129236308,45.615185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.42533129236308,36.675167761786895]}"
77,336.4213461660334,47.23544755280018,23.74057952777172,21.03291592868821,42.92380337566137,29.28298571308454,16.625125646591187,11.212964394936959,57.10942055185636,27.68458784944378,15.967279579862952,12.394126253103604,31.212109792232514,36.675167761786895,72.47533152107717,36.31104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.47533152107717,36.675167761786895]}"
